title,city,state,postal_code,price,features,provider,url,address
House for sale,Houston,TX,77072,"$174,990 ","3 bds, 2.0 ba ,1538 sqft",Realty Associates, 7407 Riptide Dr Houston TX 77072/28127871_zpid/, 7407 Riptide Dr Houston TX 
House for sale,Houston,TX,77074,"$225,000 ","3 bds, 2.0 ba ,1419 sqft",Abby Realty, 7403 Troulon Dr Houston TX 77074/28063840_zpid/, 7403 Troulon Dr Houston TX 
House for sale,Houston,TX,77036,"$350,000 ","6 bds, 5.0 ba ,3000 sqft",LSK & Associates, 7403 Lacy Hill Dr Houston TX 77036/28072172_zpid/, 7403 Lacy Hill Dr Houston TX 
Townhouse for sale,Houston,TX,77057,"$235,000 ","2 bds, 2.0 ba ,1520 sqft",Bonnie Collins Group, 734 Augusta Dr 734 Houston TX 77057/28263945_zpid/, 734 Augusta Dr 734 Houston TX 
House for sale,Houston,TX,77074,"$199,000 ","3 bds, 2.0 ba ,1607 sqft",Modern Charm Realty, 7338 Troulon Dr Houston TX 77074/28063896_zpid/, 7338 Troulon Dr Houston TX 
House for sale,Houston,TX,77083,"$219,900 ","3 bds, 3.0 ba ,2060 sqft",Intero Real Estate Services, 7338 Autumn Sun Dr Houston TX 77083/123238898_zpid/, 7338 Autumn Sun Dr Houston TX 
House for sale,Houston,TX,77072,"$209,000 ","4 bds, 3.0 ba ,2029 sqft",The Nguyens & Associates, 7315 Valeview Dr Houston TX 77072/28294737_zpid/, 7315 Valeview Dr Houston TX 
House for sale,Houston,TX,77074,"$199,000 ","3 bds, 2.0 ba ,1677 sqft",Champions Real Estate Group, 7307 Carew St Houston TX 77074/28063773_zpid/, 7307 Carew St Houston TX 
Condo for sale,Houston,TX,77072,"$130,000 ","3 bds, 3.0 ba ,1584 sqft",NextHome Realty Center, 7238 Crownwest St Houston TX 77072/2080086564_zpid/, 7238 Crownwest St Houston TX 
House for sale,Houston,TX,77083,"$204,900 ","3 bds, 3.0 ba ,2178 sqft",Turbo Realty of Texas, 7235 Rancho Mission Dr Houston TX 77083/28343950_zpid/, 7235 Rancho Mission Dr Houston TX 
House for sale,Houston,TX,77083,"$189,000 ","4 bds, 3.0 ba ,2147 sqft",Keller Williams Realty  SW, 7230 La Granada Dr Houston TX 77083/27578922_zpid/, 7230 La Granada Dr Houston TX 
House for sale,Houston,TX,77025,"$559,900 ","3 bds, 2.0 ba ,2305 sqft",5th Stream Realty, 7222 Prestwick St Houston TX 77025/27905917_zpid/, 7222 Prestwick St Houston TX 
House for sale,Sugar Land,TX,77479,"$319,500 ","4 bds, 4.0 ba ,2664 sqft",Exclusive Properties Texas LLC, 7207 Emerald Glen Dr Sugar Land TX 77479/27556670_zpid/, 7207 Emerald Glen Dr Sugar Land TX 
House for sale,Houston,TX,77036,"$320,000 ","3 bds, 4.0 ba ,2316 sqft",Lyn Realty, 7206 Laguna Villas Houston TX 77036/70303685_zpid/, 7206 Laguna Villas Houston TX 
House for sale,Houston,TX,77074,"$355,000 ","4 bds, 3.0 ba ,2963 sqft","The Real Estate People, LLC", 7130 Sharpview Dr Houston TX 77074/28037560_zpid/, 7130 Sharpview Dr Houston TX 
House for sale,Houston,TX,77072,"$180,000 ","5 bds, 4.0 ba ,2130 sqft",Hardee & Company Real Estate, 7123 Longvine Dr Houston TX 77072/28237010_zpid/, 7123 Longvine Dr Houston TX 
House for sale,Houston,TX,77074,"$229,900 ","3 bds, 2.0 ba ,1194 sqft",RE/MAX Top Realty, 7110 Leader St Houston TX 77074/28037011_zpid/, 7110 Leader St Houston TX 
House for sale,Houston,TX,77074,"$228,500 ","3 bds, 2.0 ba ,1252 sqft",The Contreras Group, 7103 Sandpiper Dr Houston TX 77074/28037120_zpid/, 7103 Sandpiper Dr Houston TX 
House for sale,Houston,TX,77079,"$409,000 ","4 bds, 3.0 ba ,2748 sqft",Champions Real Estate Group, 710 Bison Dr Houston TX 77079/28120383_zpid/, 710 Bison Dr Houston TX 
House for sale,Sugar Land,TX,77479,"$218,500 ","3 bds, 2.0 ba ,1658 sqft",Realty Associates, 710 Avery Dr Sugar Land TX 77479/27608941_zpid/, 710 Avery Dr Sugar Land TX 
House for sale,Houston,TX,77024,"$4,290,000 ","6 bds, 9.0 ba ,10451 sqft",FYI Realty Katy, 708 Kuhlman Rd Houston TX 77024/84027501_zpid/, 708 Kuhlman Rd Houston TX 
House for sale,Bellaire,TX,77401,"$395,000 ","4 bds, 3.0 ba ,2607 sqft",Chiriboga Realty LLC, 706 Atwell St Bellaire TX 77401/27991466_zpid/, 706 Atwell St Bellaire TX 
House for sale,Houston,TX,77079,"$1,047,000 ","5 bds, 6.0 ba ,6156 sqft",Energy Realty, 702 Windbreak Trl Houston TX 77079/28356308_zpid/, 702 Windbreak Trl Houston TX 
House for sale,Houston,TX,77074,"$394,000 ","4 bds, 5.0 ba ,3162 sqft",Exceed Realty, 7014 Carvel Ln Houston TX 77074/28037769_zpid/, 7014 Carvel Ln Houston TX 
Condo for sale,Houston,TX,77057,"$315,000 ","2 bds, 3.0 ba ,1500 sqft",Better Homes and Gardens Real Estate Gary Greene, 701 Bering Dr APT 1204 Houston TX 77057/28293794_zpid/, 701 Bering Dr #1204 Houston TX 
Townhouse for sale,Houston,TX,77024,"$358,900 ","3 bds, 3.0 ba ,1751 sqft","R3 Yes! Real Estate, LLC", 7 Litchfield Ln Houston TX 77024/28204130_zpid/, 7 Litchfield Ln Houston TX 
House for sale,Houston,TX,77083,"$219,990 ","4 bds, 2.0 ba ,1962 sqft",Lone Star Realty, 6934 Stoneyvale Dr Houston TX 77083/65714717_zpid/, 6934 Stoneyvale Dr Houston TX 
House for sale,Houston,TX,77074,"$449,000 ","5 bds, 4.0 ba ,3133 sqft",REALM Real Estate Professional, 6931 Edgemoor Dr Houston TX 77074/84044701_zpid/, 6931 Edgemoor Dr Houston TX 
House for sale,Missouri City,TX,77459,"$465,000 ","4 bds, 5.0 ba ,3786 sqft","eXp Realty, LLC", 6918 Pine Top Ln Missouri City TX 77459/112161112_zpid/, 6918 Pine Top Ln Missouri City TX 
House for sale,Houston,TX,77083,"$230,000 ","4 bds, 3.0 ba ,2381 sqft",Champions Real Estate Group, 6911 Pheasant Oak Dr Houston TX 77083/65714688_zpid/, 6911 Pheasant Oak Dr Houston TX 
House for sale,Houston,TX,77074,"$160,000 ","4 bds, 2.0 ba ,1860 sqft",Texas Real Estate & Co., 6821 Concho St Houston TX 77074/28004645_zpid/, 6821 Concho St Houston TX 
House for sale,Houston,TX,77083,"$229,900 ","3 bds, 2.0 ba ,2110 sqft","Lifestyles Realty, Inc.", 6807 Addicks Clodine Rd Houston TX 77083/28397226_zpid/, 6807 Addicks Clodine Rd Houston TX 
House for sale,Houston,TX,77083,"$175,000 ","3 bds, 2.0 ba ,1837 sqft","ColdwellBanker United,", 6803 Vialinda Dr Houston TX 77083/28255600_zpid/, 6803 Vialinda Dr Houston TX 
House for sale,Houston,TX,77083,"$210,000 ","3 bds, 2.0 ba ,2135 sqft",Prime Focus Realty, 6715 Addicks Clodine Rd Houston TX 77083/28314980_zpid/, 6715 Addicks Clodine Rd Houston TX 
Townhouse for sale,Houston,TX,77036,"$98,000 ","2 bds, 1.0 ba ,976 sqft",Midland Realty Group, 6602 Harbor Town Dr APT 302 Houston TX 77036/28430207_zpid/, 6602 Harbor Town Dr #302 Houston TX 
House for sale,Houston,TX,77083,"$170,000 ","3 bds, 2.0 ba ,1265 sqft",Continental Realty, 6510 Zapata Dr Houston TX 77083/28366647_zpid/, 6510 Zapata Dr Houston TX 
Townhouse for sale,Houston,TX,77081,"$65,000 ","2 bds, 1.0 ba ,1032 sqft","Congress Realty, Inc.", 6500 Rampart St APT 36 Houston TX 77081/28302252_zpid/, 6500 Rampart St #36 Houston TX 
House for sale,Sugar Land,TX,77478,"$459,500 ","4 bds, 4.0 ba ,3461 sqft",RE/MAX Southwest, 643 Chevy Chase Cir Sugar Land TX 77478/27609158_zpid/, 643 Chevy Chase Cir Sugar Land TX 
House for sale,Houston,TX,77035,"$149,000 ","3 bds, 2.0 ba ,1804 sqft",Rimkus Real Estate Company, 6422 Ivyknoll Dr Houston TX 77035/28288418_zpid/, 6422 Ivyknoll Dr Houston TX 
House for sale,Houston,TX,77005,"$979,900 ","4 bds, 4.0 ba ,3114 sqft","eXp Realty, LLC", 6408 Buffalo Speedway Houston TX 77005/27792122_zpid/, 6408 Buffalo Speedway Houston TX 
Townhouse for sale,Houston,TX,77057,"$94,500 ","1 bds, 1.0 ba ,680 sqft",Pin Drop Real Estate, 6402 Del Monte Dr APT 70 Houston TX 77057/28267653_zpid/, 6402 Del Monte Dr #70 Houston TX 
Townhouse for sale,Houston,TX,77057,"$229,900 ","2 bds, 3.0 ba ,1460 sqft",Martha Turner Sotheby's, 638 S Ripple Creek Dr Houston TX 77057/2079470493_zpid/, 638 S Ripple Creek Dr Houston TX 
House for sale,Houston,TX,77072,"$185,000 ","3 bds, 2.0 ba ,1647 sqft",RE/MAX United, 6323 Gladewell Dr Houston TX 77072/28314167_zpid/, 6323 Gladewell Dr Houston TX 
New construction,Houston,TX,77005,"$3,995,000 ","5 bds, 7.0 ba ,7283 sqft","Compass RE Texas, LLC", 6320 Vanderbilt St Houston TX 77005/27791867_zpid/, 6320 Vanderbilt St Houston TX 
House for sale,Houston,TX,77083,"$189,000 ","3 bds, 3.0 ba ,1955 sqft",Keller Williams Realty, 6303 Cape Forward Dr Houston TX 77083/28380616_zpid/, 6303 Cape Forward Dr Houston TX 
House for sale,Sugar Land,TX,77479,"$215,000 ","4 bds, 3.0 ba ,2505 sqft","RE/MAX Northwest, REALTORS", 630 High Meadows Dr Sugar Land TX 77479/27538081_zpid/, 630 High Meadows Dr Sugar Land TX 
House for sale,Stafford,TX,77477,"$285,000 ","4 bds, 4.0 ba ,2607 sqft",V Pro Realtors, 627 S Marathon Way Stafford TX 77477/50212328_zpid/, 627 S Marathon Way Stafford TX 
House for sale,Houston,TX,77057,"$885,000 ","3 bds, 2.0 ba ,2160 sqft","Listing Results, LLC", 6249 Willers Way Houston TX 77057/27988207_zpid/, 6249 Willers Way Houston TX 
House for sale,Stafford,TX,77477,"$254,900 ","4 bds, 3.0 ba ,2912 sqft",Realty Solutions, 623 Beverly Cir Stafford TX 77477/59757619_zpid/, 623 Beverly Cir Stafford TX 
House for sale,Houston,TX,77057,"$639,000 ","3 bds, 2.0 ba ,1610 sqft",Martha Turner Sotheby's, 6219 Wickersham Ln Houston TX 77057/27984447_zpid/, 6219 Wickersham Ln Houston TX 
House for sale,Missouri City,TX,77459,"$315,000 ","4 bds, 4.0 ba ,3181 sqft",RE/MAX Top Realty, 6219 Surfside Ln Missouri City TX 77459/50209102_zpid/, 6219 Surfside Ln Missouri City TX 
House for sale,Houston,TX,77085,"$169,900 ","3 bds, 2.0 ba ,1350 sqft",Citiwide Alliance Realty, 6215 S Greenwick Loop Houston TX 77085/55480159_zpid/, 6215 S Greenwick Loop Houston TX 
Townhouse for sale,Houston,TX,77081,"$450,000 ","4 bds, 4.0 ba ,3159 sqft",Keller Williams Realty, 6210 Elm Heights Ln Houston TX 77081/70311511_zpid/, 6210 Elm Heights Ln Houston TX 
Townhouse for sale,Houston,TX,77057,"$150,000 ","2 bds, 3.0 ba ,1228 sqft",Keller Williams Signature, 6201 Beverlyhill St APT 22 Houston TX 77057/28420347_zpid/, 6201 Beverlyhill St #22 Houston TX 
House for sale,Houston,TX,77074,"$209,500 ","3 bds, 4.0 ba ,1340 sqft",Champions Real Estate Group, 6144 Imogene St Houston TX 77074/27992895_zpid/, 6144 Imogene St Houston TX 
House for sale,Houston,TX,77079,"$799,000 ","5 bds, 3.0 ba ,4699 sqft","Great Wall Realty, LLC", 614 White Wing Ln Houston TX 77079/84043997_zpid/, 614 White Wing Ln Houston TX 
House for sale,Houston,TX,77072,"$155,000 ","3 bds, 2.0 ba ,1813 sqft",The Nguyens & Associates, 6135 Linnhaven Dr Houston TX 77072/28314085_zpid/, 6135 Linnhaven Dr Houston TX 
House for sale,Houston,TX,77096,"$410,000 ","5 bds, 3.0 ba ,2447 sqft",Mark Dimas Properties, 6131 Cheena Dr Houston TX 77096/28092856_zpid/, 6131 Cheena Dr Houston TX 
House for sale,Sugar Land,TX,77479,"$750,000 ","5 bds, 5.0 ba ,4351 sqft",Keller Williams Platinum, 6131 Ashford Falls Ln Sugar Land TX 77479/122511819_zpid/, 6131 Ashford Falls Ln Sugar Land TX 
House for sale,Houston,TX,77096,"$384,900 ","4 bds, 2.0 ba ,2098 sqft","ColdwellBanker United,", 6130 Wigton Dr Houston TX 77096/28092902_zpid/, 6130 Wigton Dr Houston TX 
House for sale,Houston,TX,77074,"$269,000 ","3 bds, 2.0 ba ,1648 sqft",New Leaf Real Estate, 6128 Ariel St Houston TX 77074/27992928_zpid/, 6128 Ariel St Houston TX 
House for sale,Houston,TX,77085,"$169,000 ","3 bds, 2.0 ba ,1808 sqft","HH Premier Realty, LLC", 6123 Bridlington St Houston TX 77085/28070055_zpid/, 6123 Bridlington St Houston TX 
House for sale,Houston,TX,77085,"$179,000 ","3 bds, 2.0 ba ,1512 sqft",Listing Spark, 6115 Sheringham St Houston TX 77085/28070075_zpid/, 6115 Sheringham St Houston TX 
House for sale,Houston,TX,77074,"$232,000 ","4 bds, 2.0 ba ,1848 sqft",Kimberly Lane Properties, 6114 Kuldell Dr Houston TX 77074/28011961_zpid/, 6114 Kuldell Dr Houston TX 
House for sale,Houston,TX,77074,"$199,000 ","4 bds, 3.0 ba ,1983 sqft","Houston   WEICHERT, REALTORS   The Murray Group", 6111 Reamer St Houston TX 77074/28012033_zpid/, 6111 Reamer St Houston TX 
House for sale,Sugar Land,TX,77479,"$533,000 ","5 bds, 4.0 ba ,3885 sqft",Redfin Corporation, 611 Dalton Ln Sugar Land TX 77479/117507764_zpid/, 611 Dalton Ln Sugar Land TX 
House for sale,Houston,TX,77027,"$6,900,000 ","4 bds, 6.0 ba ,8268 sqft",Unique Incorporated, 61 Briar Hollow Ln Houston TX 77027/27948458_zpid/, 61 Briar Hollow Ln Houston TX 
House for sale,Houston,TX,77096,"$350,000 ","4 bds, 3.0 ba ,2459 sqft",Caskey Realty, 6051 Cheena Dr Houston TX 77096/28090063_zpid/, 6051 Cheena Dr Houston TX 
House for sale,Houston,TX,77035,"$295,000 ","3 bds, 2.0 ba ,1518 sqft",RE/MAX Universal, 6023 Dellfern Dr Houston TX 77035/28031598_zpid/, 6023 Dellfern Dr Houston TX 
House for sale,Stafford,TX,77477,"$359,900 ","4 bds, 3.0 ba ,3220 sqft",Keller Williams Realty, 602 Wheelhouse Dr Stafford TX 77477/27589299_zpid/, 602 Wheelhouse Dr Stafford TX 
House for sale,Houston,TX,77035,"$299,000 ","3 bds, 2.0 ba ,1460 sqft","Wyebrook Realty, LLC", 6019 Dawnridge Dr Houston TX 77035/28031624_zpid/, 6019 Dawnridge Dr Houston TX 
House for sale,Houston,TX,77042,"$3,495,000 ","5 bds, 6.0 ba ,7831 sqft",Douglas Elliman, 601 Crestbend Dr Houston TX 77042/97653062_zpid/, 601 Crestbend Dr Houston TX 
House for sale,Houston,TX,77035,"$219,900 ","3 bds, 2.0 ba ,2195 sqft",HTown Properties, 6007 Ettrick Dr Houston TX 77035/28031811_zpid/, 6007 Ettrick Dr Houston TX 
Townhouse for sale,Houston,TX,77042,"$227,500 ","2 bds, 3.0 ba ,1864 sqft",Richland Realty, 600 Wilcrest Dr APT 7 Houston TX 77042/28402294_zpid/, 600 Wilcrest Dr #7 Houston TX 
House for sale,Houston,TX,77096,"$375,000 ","3 bds, 2.0 ba ,2009 sqft","eXp Realty, LLC", 5947 Valkeith Dr Houston TX 77096/28089954_zpid/, 5947 Valkeith Dr Houston TX 
House for sale,Houston,TX,77074,"$299,000 ","3 bds, 2.0 ba ,2115 sqft",Grove Realty, 5935 Kuldell Dr Houston TX 77074/28051157_zpid/, 5935 Kuldell Dr Houston TX 
House for sale,Houston,TX,77035,"$279,000 ","3 bds, 2.0 ba ,2033 sqft",J. Carter Breed Properties, 5931 Warm Springs Rd Houston TX 77035/28075042_zpid/, 5931 Warm Springs Rd Houston TX 
House for sale,Houston,TX,77074,"$199,000 ","3 bds, 2.0 ba ,1321 sqft",Premier Properties, 5929 Darnell St Houston TX 77074/27906809_zpid/, 5929 Darnell St Houston TX 
House for sale,Houston,TX,77035,"$179,000 ","3 bds, 2.0 ba ,1695 sqft",RE/MAX Southwest, 5923 W Airport Blvd Houston TX 77035/28032357_zpid/, 5923 W Airport Blvd Houston TX 
House for sale,Houston,TX,77035,"$368,000 ","4 bds, 3.0 ba ,3029 sqft","ColdwellBanker United,", 5923 Dryad Dr Houston TX 77035/28031834_zpid/, 5923 Dryad Dr Houston TX 
Townhouse for sale,Houston,TX,77036,"$325,000 ","4 bds, 3.0 ba ,2348 sqft",Goldenlight Realty, 5915 Turtle Beach Ln Houston TX 77036/70303673_zpid/, 5915 Turtle Beach Ln Houston TX 
House for sale,Houston,TX,77074,"$224,900 ","3 bds, 2.0 ba ,1978 sqft",JPAR   The Sears Group, 5914 Reamer St Houston TX 77074/28051178_zpid/, 5914 Reamer St Houston TX 
House for sale,Houston,TX,77085,"$152,000 ","3 bds, 2.0 ba ,1620 sqft",Keller Williams Realty  SW, 5911 Heatherbrook Dr Houston TX 77085/28058413_zpid/, 5911 Heatherbrook Dr Houston TX 
House for sale,Houston,TX,77074,"$199,900 ","3 bds, 1.0 ba ,1308 sqft",Realty Associates, 5910 Darnell St Houston TX 77074/27906777_zpid/, 5910 Darnell St Houston TX 
House for sale,Houston,TX,77074,"$299,000 ","3 bds, 2.0 ba ,1591 sqft",REALM Real Estate Professional, 5902 Birdwood Rd Houston TX 77074/27907085_zpid/, 5902 Birdwood Rd Houston TX 
House for sale,Houston,TX,77035,"$219,000 ","3 bds, 2.0 ba ,1504 sqft",Better Homes and Gardens Real Estate Gary Greene, 5834 Duxbury St Houston TX 77035/28031755_zpid/, 5834 Duxbury St Houston TX 
House for sale,Houston,TX,77096,"$398,486 ","4 bds, 3.0 ba ,2194 sqft",Keller Williams Realty, 5815 Hummingbird St Houston TX 77096/28055978_zpid/, 5815 Hummingbird St Houston TX 
House for sale,Houston,TX,77074,"$264,900 ","3 bds, 2.0 ba ,1639 sqft",Better Homes and Gardens Real Estate Gary Greene, 5810 Imogene St Houston TX 77074/27906986_zpid/, 5810 Imogene St Houston TX 
House for sale,Houston,TX,77035,"$289,900 ","3 bds, 2.0 ba ,1537 sqft","ColdwellBanker United,", 5802 Ettrick Dr Houston TX 77035/28031991_zpid/, 5802 Ettrick Dr Houston TX 
Lot / Land for sale,Houston,TX,77085,"$265,000 ","2 bds, None ba ,1024 sqft",RE/MAX Real Estate Assoc., 5802 Brookfield Dr Houston TX 77085/58668529_zpid/, 5802 Brookfield Dr Houston TX 
House for sale,Houston,TX,77035,"$280,000 ","3 bds, 2.0 ba ,1348 sqft","eXp Realty, LLC", 5758 Farwell Dr Houston TX 77035/28048366_zpid/, 5758 Farwell Dr Houston TX 
House for sale,Houston,TX,77096,"$325,000 ","3 bds, 2.0 ba ,2112 sqft",New Leaf Real Estate, 5750 Wigton Dr Houston TX 77096/28067301_zpid/, 5750 Wigton Dr Houston TX 
House for sale,Houston,TX,77035,"$192,999 ","3 bds, 2.0 ba ,1651 sqft",JLA Realty, 5746 Southminster Dr Houston TX 77035/28048434_zpid/, 5746 Southminster Dr Houston TX 
Lot / Land for sale,Houston,TX,77085,"$445,000 ","None bds, None ba ,None sqft",TUXOR REALTY, 5735 Grapevine St Houston TX 77085/2087572407_zpid/, 5735 Grapevine St Houston TX 
House for sale,Houston,TX,77096,"$399,000 ","4 bds, 2.0 ba ,2219 sqft",New Leaf Real Estate, 5734 Rutherglenn Dr Houston TX 77096/28075767_zpid/, 5734 Rutherglenn Dr Houston TX 
House for sale,Houston,TX,77096,"$300,000 ","4 bds, 4.0 ba ,2673 sqft",Fratelli Properties Int, 5731 Birdwood Rd Houston TX 77096/28086601_zpid/, 5731 Birdwood Rd Houston TX 
House for sale,Houston,TX,77035,"$219,900 ","3 bds, 2.0 ba ,1367 sqft",REALM Real Estate Professional, 5723 Firenza Dr Houston TX 77035/28048346_zpid/, 5723 Firenza Dr Houston TX 
House for sale,Houston,TX,77005,"$1,249,000 ","4 bds, 4.0 ba ,2516 sqft",Greenwood King Properties, 5712 Buffalo Speedway Houston TX 77005/27822676_zpid/, 5712 Buffalo Speedway Houston TX 
House for sale,Houston,TX,77035,"$279,999 ","4 bds, 2.0 ba ,2130 sqft",Keller Williams Realty, 5711 Cerritos Dr Houston TX 77035/28026660_zpid/, 5711 Cerritos Dr Houston TX 
House for sale,Houston,TX,77096,"$525,000 ","4 bds, 3.0 ba ,2348 sqft","Compass RE Texas, LLC", 5710 Birdwood Rd Houston TX 77096/28086579_zpid/, 5710 Birdwood Rd Houston TX 
House for sale,Sugar Land,TX,77479,"$310,000 ","4 bds, 3.0 ba ,2582 sqft",Keller Williams Realty, 5706 Kendall Hill Ln Sugar Land TX 77479/89619675_zpid/, 5706 Kendall Hill Ln Sugar Land TX 
House for sale,Houston,TX,77056,"$3,590,000 ","6 bds, 11.0 ba ,10173 sqft",Nan & Company Properties, 5676 Doliver Dr Houston TX 77056/27933946_zpid/, 5676 Doliver Dr Houston TX 
House for sale,Houston,TX,77056,"$995,000 ","4 bds, 5.0 ba ,3300 sqft",Redfin Corporation, 5667 San Felipe St Houston TX 77056/27963871_zpid/, 5667 San Felipe St Houston TX 
House for sale,Houston,TX,77056,"$3,070,000 ","5 bds, 6.0 ba ,8318 sqft",Hatch Agency, 5658 Terwilliger Way Houston TX 77056/27963873_zpid/, 5658 Terwilliger Way Houston TX 
House for sale,Houston,TX,77056,"$2,190,000 ","5 bds, 8.0 ba ,5988 sqft","Upton Gray Properties, LLC", 5643 Ella Lee Ln Houston TX 77056/27963714_zpid/, 5643 Ella Lee Ln Houston TX 
House for sale,Houston,TX,77081,"$340,000 ","3 bds, 2.0 ba ,1863 sqft",Keller Williams Premier Realty, 5642 Flack Dr Houston TX 77081/27983117_zpid/, 5642 Flack Dr Houston TX 
House for sale,Houston,TX,77081,"$519,000 ","4 bds, 3.0 ba ,3331 sqft","ColdwellBanker United,", 5625 Pine St Houston TX 77081/27983114_zpid/, 5625 Pine St Houston TX 
House for sale,Houston,TX,77081,"$494,900 ","3 bds, 2.0 ba ,2182 sqft","Compass RE Texas, LLC", 5618 Edith St Houston TX 77081/28050430_zpid/, 5618 Edith St Houston TX 
House for sale,Houston,TX,77096,"$329,990 ","3 bds, 2.0 ba ,1778 sqft",Stone's Throw Realty, 5615 Braesvalley Dr Houston TX 77096/28086668_zpid/, 5615 Braesvalley Dr Houston TX 
House for sale,Houston,TX,77056,"$795,000 ","3 bds, 3.0 ba ,2827 sqft",New Leaf Real Estate, 5614 Piping Rock Ln Houston TX 77056/27963768_zpid/, 5614 Piping Rock Ln Houston TX 
House for sale,Houston,TX,77081,"$385,900 ","3 bds, 2.0 ba ,2142 sqft",White Picket Realty LLC, 5610 Hazen St Houston TX 77081/28040716_zpid/, 5610 Hazen St Houston TX 
House for sale,Houston,TX,77035,"$299,000 ","3 bds, 3.0 ba ,2044 sqft","Wyebrook Realty, LLC", 5610 Cartagena St Houston TX 77035/28026334_zpid/, 5610 Cartagena St Houston TX 
House for sale,Houston,TX,77035,"$389,900 ","3 bds, 2.0 ba ,1925 sqft",Roger Martin Properties, 5603 Duxbury St Houston TX 77035/28032130_zpid/, 5603 Duxbury St Houston TX 
House for sale,Houston,TX,77096,"$343,900 ","4 bds, 3.0 ba ,2170 sqft",Forever Realty, 5603 Braesvalley Dr Houston TX 77096/28086665_zpid/, 5603 Braesvalley Dr Houston TX 
House for sale,Houston,TX,77081,"$675,000 ","3 bds, 3.0 ba ,3681 sqft",Greenwood King Properties, 5601 Valerie St Houston TX 77081/27983131_zpid/, 5601 Valerie St Houston TX 
House for sale,Houston,TX,77081,"$345,000 ","2 bds, 1.0 ba ,1450 sqft","ColdwellBanker United,", 5549 Aspen St Houston TX 77081/27941812_zpid/, 5549 Aspen St Houston TX 
House for sale,Houston,TX,77081,"$345,000 ","0 bds, None ba ,1060 sqft",Greenwood King Properties, 5546 Aspen St Houston TX 77081/27941857_zpid/, 5546 Aspen St Houston TX 
House for sale,Houston,TX,77096,"$325,000 ","3 bds, 2.0 ba ,1476 sqft","Listing Results, LLC", 5535 Grape St Houston TX 77096/28061424_zpid/, 5535 Grape St Houston TX 
House for sale,Houston,TX,77096,"$385,000 ","3 bds, 2.0 ba ,1975 sqft",Elite Texas Properties, 5534 Yarwell Dr Houston TX 77096/28080723_zpid/, 5534 Yarwell Dr Houston TX 
House for sale,Houston,TX,77096,"$280,000 ","3 bds, 2.0 ba ,1600 sqft",World Wide Realty, 5534 Birdwood Rd Houston TX 77096/28076541_zpid/, 5534 Birdwood Rd Houston TX 
Lot / Land for sale,Houston,TX,77081,"$369,000 ","5 bds, None ba ,5527 sqft","Elite Urban Properties, LLC", 5527 Holly St Houston TX 77081/27877959_zpid/, 5527 Holly St Houston TX 
House for sale,Houston,TX,77081,"$1,099,000 ","5 bds, 5.0 ba ,3952 sqft",General Property & Services, 5521 Jessamine St Houston TX 77081/27941891_zpid/, 5521 Jessamine St Houston TX 
House for sale,Houston,TX,77081,"$440,000 ","4 bds, 2.0 ba ,2654 sqft",Samet Realty Group, 5518 Holly St Houston TX 77081/27877943_zpid/, 5518 Holly St Houston TX 
House for sale,Houston,TX,77081,"$540,000 ","2 bds, 2.0 ba ,1447 sqft",Keller Williams Platinum, 5516 Valerie St Houston TX 77081/27877936_zpid/, 5516 Valerie St Houston TX 
House for sale,Houston,TX,77081,"$649,000 ","4 bds, 5.0 ba ,3560 sqft","Compass RE Texas, LLC", 5515 Roslyn Ct Houston TX 77081/70304153_zpid/, 5515 Roslyn Ct Houston TX 
Apartment for sale,Houston,TX,77081,"$565,000 ","2 bds, 2.0 ba ,2501 sqft",Better Homes and Gardens Real Estate Gary Greene, 5508 Jessamine St Houston TX 77081/27941921_zpid/, 5508 Jessamine St Houston TX 
House for sale,Houston,TX,77096,"$389,000 ","3 bds, 2.0 ba ,2138 sqft",R. Alexa Group LLC, 5507 Willowbend Blvd Houston TX 77096/28008826_zpid/, 5507 Willowbend Blvd Houston TX 
House for sale,Houston,TX,77085,"$140,000 ","4 bds, 1.0 ba ,1380 sqft",Keller Williams Realty, 5503 Lotus St Houston TX 77085/28007377_zpid/, 5503 Lotus St Houston TX 
House for sale,Houston,TX,77081,"$650,000 ","3 bds, 2.0 ba ,1717 sqft",Martha Turner Sotheby's, 5502 Aspen St Houston TX 77081/27941879_zpid/, 5502 Aspen St Houston TX 
Lot / Land for sale,Houston,TX,77027,"$4,000,000 ","2 bds, None ba ,1410 sqft",Transwestern, 55 Briar Hollow Ln Houston TX 77027/84025829_zpid/, 55 Briar Hollow Ln Houston TX 
House for sale,Houston,TX,77056,"$2,595,000 ","4 bds, 6.0 ba ,6395 sqft","Mike Bloom Properties, LLC", 5482 Fieldwood Dr Houston TX 77056/27933830_zpid/, 5482 Fieldwood Dr Houston TX 
House for sale,Houston,TX,77096,"$339,000 ","3 bds, 3.0 ba ,2785 sqft",Texas United Realty, 5462 Beechnut St Houston TX 77096/28052102_zpid/, 5462 Beechnut St Houston TX 
House for sale,Houston,TX,77096,"$545,000 ","4 bds, 3.0 ba ,2600 sqft",REALM Real Estate Professional, 5446 Queensloch Dr Houston TX 77096/28062519_zpid/, 5446 Queensloch Dr Houston TX 
House for sale,Houston,TX,77096,"$479,000 ","3 bds, 2.0 ba ,2337 sqft",CENTURY 21 Western Realty, 5431 Wigton Dr Houston TX 77096/28052220_zpid/, 5431 Wigton Dr Houston TX 
